id,question,question_text,answer,text_clean,label
deepseek_PS_51a_0,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,- The sound becomes higher pitched when the string is tightened.,The sound becomes higher pitched when the string is tightened,1.0
deepseek_PS_51a_154,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,"- Adjusting tuning pegs didn't affect the pitch, just the tension.","Adjusting tuning pegs didn't affect the pitch, just the tension",irrelevant
deepseek_PS_51a_82,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,- Katie found that one string had a brighter sound with less resonance once it became tauter.,Katie found that one string had a brighter sound with less resonance once it became tauter,partially_correct_incomplete
deepseek_PS_51a_167,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,- The sound might have been influenced by background noise from opening the guitar case.,The sound might have been influenced by background noise from opening the guitar case,irrelevant
deepseek_PS_51a_204,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,- Tight strings seem louder somehow... like they're pumped up for performance.,Tight strings seem louder somehow... like they're pumped up for performance,non_domain
deepseek_PS_51a_117,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,- Increasing string tension resulted in less volume from the instrument rather than boosting its loudness.,Increasing string tension resulted in less volume from the instrument rather than boosting its loudness,contradictory
deepseek_PS_51a_36,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,"- Tightening a guitar string makes it easier to bend, contributing an expressive element that can enhance the emotional impact of music played on it. - The pitch becomes higher when the string is tightened.","Tightening a guitar string makes it easier to bend, contributing an expressive element that can enhance the emotional impact of music played on it. - The pitch becomes higher when the string is tightened",1.0
deepseek_PS_51a_79,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,- Tightening strings made them produce higher notes than low ones when plucked gently.,Tightening strings made them produce higher notes than low ones when plucked gently,partially_correct_incomplete
deepseek_PS_51a_165,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,"- Katie practiced more during her birthday, making other activities less relevant to music.","Katie practiced more during her birthday, making other activities less relevant to music",irrelevant
deepseek_PS_51a_21,PS_51a,Katie got a guitar for her birthday. She experimented with the strings and found she could change their sounds. One way Katie could change the sound of a string was to tighten it. Describe how the sound was different when the string was tightened.,- The resonance of the guitar body amplifies with tighter strings for longer sustain.,The resonance of the guitar body amplifies with tighter strings for longer sustain,1.0
